analysis,model,seed,epochs,qumodes,feature_size,params,time,rel_l2,rmse,mae,max_err,nmse,pde_mse,ic_mse,bc_mse,final_loss,notes
qumode_comparison,MerLin Aux (5 qumodes),0,50,5,4,310,38.11635112762451,0.24234109556623665,0.05254879311445648,0.0415150868091381,0.12466594598549918,0.058729206600243854,0.006570249330252409,0.006011013872921467,8.732558696914318e-16,0.068148173391819,Qumode comparison: 5 modes
qumode_comparison,MerLin Aux (6 qumodes),0,50,6,5,367,54.38444757461548,0.08353345773225318,0.018113239845891537,0.014018886399198884,0.04301461599129752,0.006977838560706126,0.000786901859100908,0.0003049730439670384,2.8961234371816804e-16,0.006837827153503895,Qumode comparison: 6 modes
