analysis,model,runs,qumodes,feature_size,params,rel_l2_mean,rel_l2_std,time_mean,time_std
qumode_sweep,MerLin Aux (3 qumodes),5,3,2,220,0.8164475932145301,0.3180544515661696,0.6485828399658203,0.06349765633155054
qumode_sweep,MerLin Aux (4 qumodes),5,4,3,261,0.5248656561581094,0.3897683990112754,1.0683781623840332,0.0551102595125217
qumode_sweep,MerLin Aux (5 qumodes),5,5,4,310,0.637971317337775,0.40870949438485693,1.6017920970916748,0.09083602401802746
qumode_sweep,MerLin Aux (6 qumodes),5,6,5,367,0.7091466844798621,0.29824942395988546,2.1938630104064942,0.03148769810824512
qumode_sweep,MerLin Aux (7 qumodes),5,7,6,432,0.4915491610455021,0.12611143661502958,3.4085128784179686,0.055221073522752726
qumode_sweep,MerLin Aux (8 qumodes),5,8,7,505,0.6577539881773085,0.25382919985935304,4.623429870605468,0.19398177424039212
qumode_sweep,MerLin Aux (9 qumodes),5,9,8,586,0.6854259589245212,0.3801801459078896,5.954863882064819,0.05659006834326347
qumode_sweep,MerLin Aux (10 qumodes),5,10,9,675,0.6376194948848234,0.43861875952362783,7.49190993309021,0.14333523844888058
